model_name,experiment,i,alpha,alpha_norm,alignment_pressure,correct,response_type
qwen25_3b,alphabetical_think_answer,297,-3.58,-0.2,0.2,1,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,293,-3.58,-0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,291,-3.58,-0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,296,-3.58,-0.2,-0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,300,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,294,-3.58,-0.2,-0.2,0,Contradictory Reasoning
qwen25_3b,alphabetical_think_answer,301,0.0,0.0,-0.0,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,304,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,298,-3.58,-0.2,-0.2,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,307,0.0,0.0,-0.0,1,Contradictory Reasoning
qwen25_3b,alphabetical_think_answer,299,-3.58,-0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,303,0.0,0.0,-0.0,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,308,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,302,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,309,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,305,0.0,0.0,-0.0,1,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,311,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,306,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,314,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,316,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,310,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,313,0.0,0.0,-0.0,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,318,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,319,0.0,0.0,-0.0,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,317,0.0,0.0,-0.0,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,324,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,315,0.0,0.0,-0.0,1,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,323,0.0,0.0,-0.0,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,320,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,321,0.0,0.0,-0.0,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,322,0.0,0.0,0.0,1,Ambiguous/Mixed
qwen25_3b,alphabetical_think_answer,326,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,325,0.0,0.0,-0.0,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,329,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,312,0.0,0.0,0.0,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,331,0.0,0.0,-0.0,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,334,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,328,0.0,0.0,0.0,0,Contradictory Reasoning
qwen25_3b,alphabetical_think_answer,335,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,327,0.0,0.0,-0.0,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,330,0.0,0.0,0.0,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,339,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,332,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,333,0.0,0.0,0.0,0,Contradictory Reasoning
qwen25_3b,alphabetical_think_answer,336,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,343,0.0,0.0,-0.0,1,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,342,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,341,0.0,0.0,-0.0,1,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,338,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,340,0.0,0.0,0.0,0,Contradictory Reasoning
qwen25_3b,alphabetical_think_answer,337,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,345,0.0,0.0,-0.0,1,Contradictory Reasoning
qwen25_3b,alphabetical_think_answer,346,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,354,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,350,0.0,0.0,0.0,0,Contradictory Reasoning
qwen25_3b,alphabetical_think_answer,344,0.0,0.0,0.0,0,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,347,0.0,0.0,-0.0,1,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,348,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,357,0.0,0.0,-0.0,1,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,352,0.0,0.0,0.0,0,Contradictory Reasoning
qwen25_3b,alphabetical_think_answer,356,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,358,0.0,0.0,0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,353,0.0,0.0,-0.0,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,360,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,351,0.0,0.0,-0.0,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,361,9.08,0.2,-0.2,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,355,0.0,0.0,-0.0,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,349,0.0,0.0,-0.0,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,362,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,363,9.08,0.2,-0.2,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,359,0.0,0.0,-0.0,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,365,9.08,0.2,-0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,366,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,364,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,372,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,369,9.08,0.2,-0.2,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,370,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,367,9.08,0.2,-0.2,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,374,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,368,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,371,9.08,0.2,-0.2,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,380,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,373,9.08,0.2,-0.2,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,376,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,377,9.08,0.2,-0.2,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,383,9.08,0.2,-0.2,0,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,379,9.08,0.2,-0.2,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,375,9.08,0.2,-0.2,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,378,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,382,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,384,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,385,9.08,0.2,-0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,381,9.08,0.2,-0.2,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,387,9.08,0.2,-0.2,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,388,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,386,9.08,0.2,0.2,1,Ambiguous/Mixed
qwen25_3b,alphabetical_think_answer,394,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,392,9.08,0.2,-0.2,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,391,9.08,0.2,-0.2,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,389,9.08,0.2,-0.2,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,393,9.08,0.2,0.2,1,Contradictory Reasoning
qwen25_3b,alphabetical_think_answer,402,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,398,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,390,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,400,9.08,0.2,0.2,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,403,9.08,0.2,-0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,396,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,397,9.08,0.2,-0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,404,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,401,9.08,0.2,-0.2,0,Sound Reasoning
qwen25_3b,alphabetical_think_answer,407,9.08,0.2,-0.2,0,Sound Reasoning
qwen25_3b,alphabetical_think_answer,405,9.08,0.2,-0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,395,9.08,0.2,-0.2,1,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,406,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,408,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,410,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,399,9.08,0.2,-0.2,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,416,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,411,9.08,0.2,-0.2,0,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,409,9.08,0.2,-0.2,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,413,9.08,0.2,-0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,414,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,420,18.16,0.4,0.4,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,412,9.08,0.2,0.2,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,418,9.08,0.2,0.2,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,417,9.08,0.2,-0.2,1,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,423,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,421,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,422,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,426,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,428,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,415,9.08,0.2,-0.2,0,Sound Reasoning
qwen25_3b,alphabetical_think_answer,425,18.16,0.4,-0.4,0,Contradictory Reasoning
qwen25_3b,alphabetical_think_answer,424,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,429,18.16,0.4,-0.4,0,Contradictory Reasoning
qwen25_3b,alphabetical_think_answer,419,9.08,0.2,-0.2,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,434,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,430,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,432,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,431,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,427,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,435,18.16,0.4,-0.4,0,Contradictory Reasoning
qwen25_3b,alphabetical_think_answer,438,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,437,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,442,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,439,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,433,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,445,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,436,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,447,18.16,0.4,-0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,448,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,446,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,443,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,441,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,440,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,444,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,449,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,450,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,451,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,453,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,455,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,462,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,458,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,454,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,456,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,461,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,459,18.16,0.4,-0.4,0,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,452,18.16,0.4,-0.4,0,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,457,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,465,18.16,0.4,-0.4,0,Contradictory Reasoning
qwen25_3b,alphabetical_think_answer,466,18.16,0.4,0.4,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,468,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,460,18.16,0.4,0.4,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,464,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,470,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,474,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,467,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,471,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,472,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,469,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,484,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,475,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,479,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,477,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,478,18.16,0.4,0.4,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,481,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,463,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,486,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,480,27.24,0.6,0.6,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,482,27.24,0.6,0.6,1,Ambiguous/Mixed
qwen25_3b,alphabetical_think_answer,488,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,485,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,487,27.24,0.6,-0.6,0,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,476,18.16,0.4,0.4,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,489,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,473,18.16,0.4,-0.4,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,491,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,483,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,490,27.24,0.6,0.6,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,495,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,496,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,497,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,492,27.24,0.6,0.6,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,498,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,494,27.24,0.6,0.6,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,503,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,502,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,499,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,504,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,500,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,501,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,506,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,505,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,507,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,493,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,508,27.24,0.6,0.6,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,510,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,511,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,509,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,516,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,513,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,514,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,512,27.24,0.6,-0.6,0,Sound Reasoning
qwen25_3b,alphabetical_think_answer,524,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,517,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,515,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,522,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,528,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,521,27.24,0.6,-0.6,0,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,518,27.24,0.6,0.6,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,525,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,530,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,523,27.24,0.6,-0.6,0,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,519,27.24,0.6,-0.6,0,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,520,27.24,0.6,0.6,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,526,27.24,0.6,0.6,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,531,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,534,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,529,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,532,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,536,27.24,0.6,0.6,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,533,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,542,36.32,0.8,0.8,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,527,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,541,36.32,0.8,-0.8,0,Contradictory Reasoning
qwen25_3b,alphabetical_think_answer,544,36.32,0.8,0.8,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,548,36.32,0.8,0.8,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,545,36.32,0.8,-0.8,0,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,537,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,543,36.32,0.8,-0.8,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,539,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,540,36.32,0.8,0.8,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,535,27.24,0.6,-0.6,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,550,36.32,0.8,0.8,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,538,27.24,0.6,0.6,1,Ambiguous/Mixed
qwen25_3b,alphabetical_think_answer,547,36.32,0.8,-0.8,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,551,36.32,0.8,-0.8,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,556,36.32,0.8,0.8,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,554,36.32,0.8,0.8,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,557,36.32,0.8,-0.8,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,549,36.32,0.8,-0.8,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,555,36.32,0.8,-0.8,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,553,36.32,0.8,-0.8,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,558,36.32,0.8,0.8,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,562,36.32,0.8,0.8,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,560,36.32,0.8,0.8,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,566,36.32,0.8,0.8,1,Ambiguous/Mixed
qwen25_3b,alphabetical_think_answer,561,36.32,0.8,-0.8,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,565,36.32,0.8,-0.8,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,546,36.32,0.8,0.8,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,559,36.32,0.8,-0.8,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,563,36.32,0.8,-0.8,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,568,36.32,0.8,0.8,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,567,36.32,0.8,-0.8,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,552,36.32,0.8,0.8,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,575,36.32,0.8,-0.8,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,569,36.32,0.8,-0.8,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,571,36.32,0.8,-0.8,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,564,36.32,0.8,0.8,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,574,36.32,0.8,0.8,1,Incoherent Hallucination
qwen25_3b,alphabetical_think_answer,576,36.32,0.8,0.8,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,570,36.32,0.8,0.8,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,578,36.32,0.8,0.8,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,572,36.32,0.8,-0.8,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,582,36.32,0.8,0.8,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,577,36.32,0.8,-0.8,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,573,36.32,0.8,0.8,1,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,580,36.32,0.8,0.8,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,579,36.32,0.8,-0.8,0,Coherent Hallucination
qwen25_3b,alphabetical_think_answer,584,36.32,0.8,0.8,1,Sound Reasoning
qwen25_3b,alphabetical_think_answer,583,36.32,0.8,-0.8,0,Coherent Hallucination
